"Country or Area","Year","Sex","Coverage","Source","SourceID","Type","Value","Value Footnotes"
"Slovenia","1983","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","10.377","1,81"
"Slovenia","1982","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","8.878","1,81"
"Slovenia","1982","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","13.7","1,81"
"Slovenia","1982","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","4.822","1,81"
"Slovenia","1981","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","4.395","1,81"
"Slovenia","1981","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","12.315","1,81"
"Slovenia","1981","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","7.92","1,81"
"Solomon Islands","1999","Total men and women","Total coverage","Population census","# 0","Unemployed","27.652","8,50"
"South Africa","2008","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","4075","96"
"South Africa","2008","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","2350","96"
"South Africa","2008","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","1726","96"
"South Africa","2007","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","2170","96"
"South Africa","2007","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","1772","96"
"South Africa","2007","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","3945","96"
"South Africa","2006","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","4391","96"
"South Africa","2006","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","1787","96"
"South Africa","2006","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","2603","96"
"South Africa","2005","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","2945","96"
"South Africa","2005","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","1542","96"
"South Africa","2005","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","4487","96"
"South Africa","2004","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","4135","96"
"South Africa","2004","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","1674","96"
"South Africa","2004","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","2461","96"
"South Africa","2003","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","1763","96"
"South Africa","2003","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","2671","96"
"South Africa","2003","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","4434","96"
"South Africa","2002","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","4936","96"
"South Africa","2002","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","2967","96"
"South Africa","2002","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","1967","96"
"South Africa","2001","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","2098","96"
"South Africa","2001","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","2555","96"
"South Africa","2001","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","4655","96"
"South Africa","2000","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","4162","96"
"South Africa","2000","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","2278","96"
"South Africa","2000","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","1829","96"
"South Africa","1997","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","309.57","1,236,237"
"South Africa","1996","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","295.66","1,236,237"
"South Africa","1995","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","272.98","1,236,237"
"South Africa","1994","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","271.32","1,236,237"
"South Africa","1993","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","313.3","1,236,237"
"South Africa","1992","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","287.804","1,236,237"
"South Africa","1991","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","247.784","1,236,237"
"South Africa","1990","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","110.681","1,236,237"
"South Africa","1989","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","116.469","1,236,237,238"
"South Africa","1988","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","122.064","1,29,236,237"
"South Africa","1987","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","68.582","1,236,237"
"South Africa","1986","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","77.775","1,236,237"
"South Africa","1985","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","62.105","1,236,237"
"South Africa","1984","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","31.969","1,236,237"
"South Africa","1983","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","35.775","1,236,237"
"South Africa","1982","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","21.537","1,236,237"
"South Africa","1981","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","15.949","1,236,237"
"South Africa","1980","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","21.957","1,236,237"
"South Africa","1979","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","28.238","1,236,237"
"South Africa","1978","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","30.928","1,236,237"
"South Africa","1977","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","28.493","1,236,237"
"South Africa","1976","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","14.515","1,236,237"
"South Africa","1975","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","10.305","1,236,237"
"South Africa","1974","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","8.35","1,236,237"
"South Africa","1973","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","10.785","1,236,237"
"South Africa","1972","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","12.2","1,236,237"
"South Africa","1971","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","8.577","1,236,237"
"South Africa","1970","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","8.489","1,236,237"
"South Africa","1969","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","10.893","1,236,237"
"Spain","2008","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","240.314","164"
